"Name","Team","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","K%","BB%","PA","playerid"
"Denard Span","Giants","26.2 %","65.4 %","44.1 %","70.5 %","95.5 %","87.4 %","45.7 %","61.3 %","5.5 %","13.5 %","9.7 %","362","8347"
"Marwin Gonzalez","Astros","34.6 %","63.8 %","47.8 %","59.9 %","88.0 %","76.9 %","45.3 %","65.1 %","11.0 %","22.3 %","4.7 %","278","5497"
"Yadier Molina","Cardinals","32.8 %","70.8 %","51.5 %","78.7 %","89.8 %","86.2 %","49.1 %","59.9 %","7.1 %","11.8 %","9.0 %","322","7007"
"Starlin Castro","Yankees","33.2 %","67.2 %","49.5 %","67.9 %","85.2 %","79.2 %","48.0 %","65.6 %","10.3 %","17.6 %","4.5 %","352","4579"
"Johnny Giavotella","Angels","30.4 %","65.5 %","47.7 %","66.9 %","93.6 %","85.0 %","49.3 %","65.1 %","7.2 %","9.5 %","3.3 %","304","6740"
"Evan Gattis","Astros","35.5 %","66.2 %","48.9 %","59.9 %","83.5 %","73.8 %","43.5 %","60.5 %","12.6 %","23.7 %","7.9 %","253","11003"
"Matt Duffy","Giants","28.3 %","63.3 %","45.1 %","67.5 %","95.9 %","86.7 %","48.2 %","59.4 %","6.0 %","14.0 %","7.0 %","286","13836"
"Chris Iannetta","Mariners","20.7 %","73.5 %","45.9 %","59.1 %","83.2 %","77.6 %","47.8 %","59.7 %","10.3 %","22.8 %","11.0 %","263","8267"
"Ryan Zimmerman","Nationals","30.8 %","56.2 %","42.1 %","64.9 %","86.5 %","77.7 %","44.6 %","58.5 %","9.4 %","21.7 %","7.7 %","313","4220"
"Josh Harrison","Pirates","36.7 %","75.9 %","56.3 %","78.3 %","84.5 %","82.5 %","50.0 %","65.3 %","9.9 %","14.2 %","3.4 %","323","8202"
"Howie Kendrick","Dodgers","28.3 %","69.9 %","47.8 %","64.8 %","89.2 %","81.5 %","46.7 %","63.6 %","8.8 %","16.8 %","7.5 %","280","4229"
"Yonder Alonso","Athletics","27.0 %","70.8 %","46.4 %","61.2 %","93.9 %","83.3 %","44.4 %","66.0 %","7.7 %","13.6 %","8.5 %","294","2530"
"Russell Martin","Blue Jays","22.9 %","60.6 %","41.2 %","57.8 %","78.0 %","72.2 %","48.6 %","58.1 %","11.4 %","29.6 %","9.5 %","284","4616"
"Justin Upton","Tigers","26.8 %","66.7 %","45.5 %","56.8 %","77.7 %","71.1 %","46.8 %","55.1 %","13.1 %","31.5 %","7.0 %","356","5222"
"Brandon Phillips","Reds","43.9 %","78.0 %","60.1 %","68.2 %","87.9 %","80.3 %","47.3 %","71.1 %","11.7 %","12.8 %","3.8 %","343","791"
"Derek Norris","Padres","26.3 %","66.4 %","45.2 %","57.3 %","87.0 %","77.9 %","47.2 %","60.9 %","9.9 %","26.7 %","7.1 %","281","6867"
"Nori Aoki","Mariners","24.9 %","68.5 %","46.5 %","81.7 %","92.1 %","89.3 %","49.7 %","61.6 %","5.0 %","10.9 %","7.7 %","284","13075"
"Ketel Marte","Mariners","32.1 %","66.7 %","48.1 %","74.1 %","88.7 %","83.5 %","46.2 %","63.3 %","8.0 %","16.3 %","3.7 %","294","13613"
"Prince Fielder","Rangers","31.0 %","66.7 %","44.8 %","58.7 %","90.4 %","76.9 %","38.5 %","53.1 %","10.3 %","16.8 %","8.9 %","358","4613"
"Avisail Garcia","White Sox","40.2 %","75.0 %","54.5 %","50.6 %","83.3 %","69.1 %","41.0 %","67.4 %","16.9 %","25.4 %","8.0 %","276","5760"
"Jose Iglesias","Tigers","34.6 %","51.7 %","42.5 %","83.0 %","96.9 %","90.8 %","46.3 %","60.9 %","4.0 %","10.1 %","6.8 %","307","10231"
"Billy Hamilton","Reds","25.6 %","63.8 %","44.3 %","65.4 %","90.2 %","82.9 %","48.9 %","63.1 %","7.7 %","20.5 %","5.7 %","263","10199"
"Adonis Garcia","Braves","36.3 %","74.4 %","54.3 %","70.8 %","85.0 %","80.0 %","47.2 %","63.4 %","10.8 %","18.7 %","3.8 %","262","13777"
"Freddy Galvis","Phillies","35.7 %","67.1 %","50.0 %","70.9 %","91.1 %","83.2 %","45.4 %","57.1 %","8.4 %","20.2 %","3.7 %","352","6609"
"Carlos Gomez","Astros","33.9 %","75.6 %","53.0 %","47.9 %","77.8 %","67.4 %","45.7 %","63.6 %","17.2 %","30.9 %","7.4 %","269","4881"
"Alcides Escobar","Royals","38.9 %","69.4 %","53.6 %","73.6 %","88.1 %","82.7 %","48.3 %","69.9 %","9.3 %","13.3 %","3.3 %","392","6310"
"Ender Inciarte","Braves","30.9 %","63.3 %","45.0 %","84.3 %","96.1 %","91.5 %","43.7 %","63.0 %","3.8 %","11.4 %","7.9 %","254","4922"
"Adeiny Hechavarria","Marlins","33.3 %","68.6 %","50.8 %","78.4 %","91.9 %","87.5 %","49.6 %","62.0 %","6.3 %","12.1 %","4.8 %","313","10459"
"Alexei Ramirez","Padres","35.8 %","66.9 %","49.9 %","73.8 %","91.9 %","84.8 %","45.3 %","61.8 %","7.5 %","13.4 %","3.3 %","335","5133"
"Nick Ahmed","Diamondbacks","29.6 %","74.6 %","51.8 %","63.9 %","86.1 %","79.7 %","49.3 %","69.2 %","10.4 %","18.9 %","4.9 %","286","12147"
"Billy Burns","Athletics","33.1 %","71.9 %","52.2 %","82.6 %","92.0 %","89.0 %","49.2 %","68.8 %","5.7 %","10.3 %","3.4 %","292","12701"
"Erick Aybar","Braves","40.7 %","65.4 %","51.5 %","71.6 %","90.4 %","82.0 %","43.7 %","65.0 %","9.1 %","19.6 %","4.6 %","260","4082"
"Yan Gomes","Indians","38.4 %","76.0 %","57.5 %","60.6 %","85.1 %","77.1 %","50.7 %","66.1 %","13.2 %","27.2 %","3.5 %","254","9627"
