"Name","Team","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","K%","BB%","PA","playerid"
"Maikel Franco","Phillies","34.5 %","77.9 %","53.7 %","67.8 %","84.3 %","78.4 %","44.2 %","63.8 %","11.6 %","17.4 %","5.8 %","276","12179"
"Andrelton Simmons","Angels","28.0 %","66.5 %","46.1 %","80.4 %","93.0 %","88.9 %","47.0 %","64.8 %","5.1 %","10.1 %","7.2 %","278","10847"
"Adeiny Hechavarria","Rays","42.8 %","77.0 %","57.5 %","59.6 %","88.0 %","75.9 %","43.0 %","68.6 %","13.8 %","21.1 %","4.5 %","242","10459"
"Carlos Asuaje","Padres","26.0 %","67.7 %","46.6 %","70.3 %","85.9 %","81.5 %","49.5 %","60.5 %","8.6 %","21.3 %","8.7 %","286","15197"
"Wilmer Difo","Nationals","33.6 %","73.2 %","52.2 %","62.9 %","84.0 %","76.8 %","46.9 %","62.6 %","12.1 %","21.8 %","4.6 %","238","14320"
"Orlando Arcia","Brewers","35.4 %","72.9 %","51.9 %","58.6 %","84.6 %","74.7 %","43.9 %","64.5 %","13.1 %","18.6 %","8.2 %","231","13185"
"Nomar Mazara","Rangers","33.8 %","67.8 %","47.5 %","63.2 %","83.7 %","75.0 %","40.2 %","58.5 %","11.9 %","21.6 %","8.9 %","282","14553"
"Jose Iglesias","Tigers","38.8 %","59.3 %","48.5 %","70.1 %","95.4 %","84.8 %","47.5 %","62.5 %","7.4 %","13.0 %","4.6 %","216","10231"
"Jean Segura","Mariners","32.3 %","65.1 %","47.7 %","76.5 %","90.2 %","85.3 %","46.9 %","60.4 %","7.0 %","14.3 %","6.8 %","293","5933"
"Ryon Healy","Athletics","35.0 %","62.1 %","46.2 %","57.6 %","86.4 %","73.6 %","41.5 %","53.6 %","12.2 %","19.2 %","3.8 %","261","15447"
"Ryan Goins","Blue Jays","30.9 %","62.3 %","45.2 %","69.4 %","89.6 %","82.1 %","45.7 %","65.4 %","8.1 %","21.3 %","5.8 %","240","9807"
"Chris Davis","Orioles","26.5 %","63.0 %","41.8 %","48.6 %","78.0 %","67.2 %","41.9 %","57.3 %","13.7 %","36.5 %","11.3 %","274","9272"
"Xander Bogaerts","Red Sox","29.7 %","53.5 %","39.8 %","69.7 %","90.0 %","81.3 %","42.5 %","63.7 %","7.5 %","18.0 %","10.9 %","284","12161"
"Dansby Swanson","Braves","24.4 %","64.9 %","42.2 %","65.9 %","90.3 %","82.4 %","44.0 %","57.4 %","7.4 %","19.9 %","12.0 %","216","18314"
"Logan Forsythe","Dodgers","16.4 %","52.6 %","33.0 %","60.0 %","89.2 %","81.3 %","45.9 %","56.9 %","6.2 %","23.6 %","16.4 %","225","7185"
"Kevin Pillar","Blue Jays","43.9 %","67.2 %","53.7 %","74.6 %","93.2 %","84.4 %","42.2 %","69.7 %","8.4 %","14.8 %","4.5 %","264","12434"
"Corey Dickerson","Rays","43.8 %","80.0 %","58.7 %","69.1 %","73.0 %","71.3 %","41.2 %","62.6 %","16.8 %","28.2 %","5.4 %","259","10762"
"Hanley Ramirez","Red Sox","34.4 %","69.8 %","49.0 %","61.9 %","82.5 %","74.0 %","41.2 %","62.7 %","12.8 %","23.8 %","7.8 %","244","8001"
"Freddy Galvis","Phillies","30.5 %","66.4 %","46.7 %","74.4 %","90.2 %","84.6 %","45.1 %","60.3 %","7.2 %","16.5 %","7.3 %","315","6609"
"Scott Schebler","Reds","35.3 %","75.4 %","51.5 %","55.6 %","82.2 %","71.3 %","40.2 %","56.2 %","14.8 %","28.4 %","7.0 %","201","12225"
"Billy Hamilton","Reds","30.0 %","65.7 %","46.9 %","72.0 %","88.7 %","83.1 %","47.4 %","61.5 %","7.9 %","20.4 %","6.5 %","260","10199"
"Albert Pujols","Angels","34.4 %","62.9 %","46.6 %","71.9 %","90.6 %","82.7 %","42.8 %","54.6 %","8.1 %","13.1 %","5.0 %","282","1177"
"Max Kepler","Twins","28.6 %","61.4 %","43.8 %","57.9 %","89.3 %","78.4 %","46.6 %","57.4 %","9.5 %","21.9 %","7.4 %","242","12144"
"Jordy Mercer","Pirates","28.4 %","59.9 %","43.1 %","72.3 %","92.9 %","85.7 %","46.7 %","52.7 %","6.2 %","16.4 %","6.6 %","226","6547"
"Yangervis Solarte","Padres","34.9 %","75.7 %","53.4 %","75.0 %","92.0 %","85.9 %","45.4 %","61.9 %","7.5 %","12.6 %","4.0 %","223","5352"
"Brad Miller","Rays","30.0 %","71.5 %","47.2 %","63.9 %","75.5 %","71.2 %","41.4 %","60.3 %","13.6 %","27.7 %","12.9 %","224","12775"
"Adam Duvall","Reds","34.5 %","67.2 %","48.1 %","62.0 %","84.1 %","74.9 %","41.7 %","60.3 %","12.1 %","27.7 %","6.2 %","292","10950"
"Alex Gordon","Royals","29.8 %","69.1 %","48.3 %","63.4 %","85.7 %","78.4 %","47.0 %","62.1 %","10.4 %","26.7 %","7.5 %","240","5209"
"Miguel Cabrera","Tigers","32.7 %","73.0 %","50.3 %","64.2 %","88.0 %","79.3 %","43.7 %","60.5 %","10.4 %","21.4 %","7.4 %","215","1744"
"Ben Gamel","Mariners","31.7 %","63.1 %","46.6 %","68.8 %","90.4 %","82.6 %","47.5 %","59.6 %","8.1 %","20.2 %","4.5 %","267","12160"
"Tommy Joseph","Phillies","41.4 %","64.9 %","51.9 %","64.0 %","85.9 %","76.3 %","44.9 %","66.2 %","12.3 %","25.2 %","3.8 %","210","10349"
"Mark Trumbo","Orioles","38.6 %","71.8 %","51.8 %","54.9 %","82.1 %","69.9 %","39.7 %","65.9 %","15.6 %","31.4 %","4.9 %","226","6876"
"Jackie Bradley Jr.","Red Sox","31.3 %","68.2 %","48.4 %","61.3 %","75.6 %","70.6 %","46.3 %","55.0 %","14.2 %","26.5 %","6.8 %","249","12984"
"Rougned Odor","Rangers","35.4 %","72.2 %","51.1 %","61.4 %","83.4 %","74.6 %","42.6 %","58.6 %","13.0 %","26.0 %","6.3 %","285","12282"
"Jose Bautista","Blue Jays","28.4 %","66.5 %","44.9 %","59.8 %","80.4 %","73.0 %","43.2 %","60.7 %","12.1 %","26.6 %","10.2 %","305","1887"
"Martin Maldonado","Angels","38.3 %","70.3 %","52.3 %","54.2 %","87.5 %","73.7 %","43.7 %","64.9 %","13.7 %","26.7 %","2.0 %","202","6887"
"Adam Engel","White Sox","35.1 %","64.0 %","48.3 %","52.8 %","75.1 %","66.3 %","45.8 %","64.1 %","16.3 %","38.0 %","4.5 %","242","15082"
